State,Gender,Race,Year,Population
Maine,Male,American Indian or Alaska Native,2015.0,4527.0
Michigan,Male,Black or African American,2015.0,669425.0
Nebraska,Female,White,2015.0,845818.0
Kansas,Male,Black or African American,2015.0,92938.0
Montana,Female,More than one race,2015.0,13295.0
Delaware,Female,Native Hawaiian or Other Pacific Islander,2015.0,405.0
Maryland,Male,More than one race,2015.0,78634.0
Kansas,Male,Asian,2015.0,41817.0
West Virginia,Male,Black or African American,2015.0,35413.0
Idaho,Female,White,2015.0,769951.0
Indiana,Female,Black or African American,2015.0,329130.0
Nebraska,Female,More than one race,2015.0,19748.0
Montana,Female,American Indian or Alaska Native,2015.0,34543.0
Missouri,Female,More than one race,2015.0,66277.0
Maine,Female,White,2015.0,644213.0
Kansas,Male,Native Hawaiian or Other Pacific Islander,2015.0,1738.0
Michigan,Male,American Indian or Alaska Native,2015.0,35677.0
Illinois,Female,Black or African American,2015.0,1002181.0
Michigan,Female,More than one race,2015.0,116654.0
Kentucky,Female,American Indian or Alaska Native,2015.0,6196.0
Wisconsin,Female,American Indian or Alaska Native,2015.0,32294.0
Idaho,Male,Black or African American,2015.0,7786.0
Massachusetts,Female,American Indian or Alaska Native,2015.0,15810.0
Michigan,Male,Asian,2015.0,146391.0
Montana,Female,Asian,2015.0,4953.0
Wisconsin,Female,Native Hawaiian or Other Pacific Islander,2015.0,1400.0
Maine,Female,More than one race,2015.0,11169.0
Colorado,Male,White,2015.0,2400817.0
California,Male,Black or African American,2015.0,1252031.0
Kansas,Male,White,2015.0,1254605.0
Nebraska,Female,Native Hawaiian or Other Pacific Islander,2015.0,1025.0
Kansas,Male,More than one race,2015.0,40906.0
Idaho,Male,Asian,2015.0,10585.0
Kentucky,Male,Asian,2015.0,30791.0
Massachusetts,Female,Black or African American,2015.0,297422.0
Massachusetts,Male,Asian,2015.0,210738.0
Louisiana,Male,More than one race,2015.0,36633.0
Louisiana,Female,More than one race,2015.0,37763.0
Colorado,Female,Black or African American,2015.0,114901.0
Montana,Female,White,2015.0,456412.0
Wisconsin,Male,Black or African American,2015.0,187544.0
Connecticut,Male,White,2015.0,1420604.0
Louisiana,Female,White,2015.0,1487799.0
California,Male,White,2015.0,14239236.0
Montana,Male,Asian,2015.0,3628.0
Wyoming,Female,White,2015.0,266537.0
Massachusetts,Male,Black or African American,2015.0,279402.0
Wyoming,Female,Native Hawaiian or Other Pacific Islander,2015.0,275.0
Louisiana,Female,Native Hawaiian or Other Pacific Islander,2015.0,1370.0
Missouri,Female,Native Hawaiian or Other Pacific Islander,2015.0,4134.0
Missouri,Female,Asian,2015.0,62452.0
Missouri,Female,Black or African American,2015.0,375960.0
Louisiana,Male,American Indian or Alaska Native,2015.0,17975.0
Louisiana,Male,Native Hawaiian or Other Pacific Islander,2015.0,1549.0
West Virginia,Female,More than one race,2015.0,14981.0
Louisiana,Male,Black or African American,2015.0,721795.0
Illinois,Female,White,2015.0,5017534.0
Massachusetts,Female,More than one race,2015.0,78796.0
Massachusetts,Female,White,2015.0,2873798.0
Montana,Male,American Indian or Alaska Native,2015.0,34157.0
Connecticut,Male,Native Hawaiian or Other Pacific Islander,2015.0,2007.0
Connecticut,Female,Asian,2015.0,84632.0
Louisiana,Male,Asian,2015.0,40207.0
Illinois,Male,White,2015.0,4925416.0
Wisconsin,Female,Asian,2015.0,82556.0
Massachusetts,Male,American Indian or Alaska Native,2015.0,16433.0
Louisiana,Male,White,2015.0,1464584.0
Nevada,Female,White,2015.0,1068083.0
Montana,Female,Black or African American,2015.0,2226.0
Montana,Male,Black or African American,2015.0,3465.0
Massachusetts,Male,Native Hawaiian or Other Pacific Islander,2015.0,3385.0
West Virginia,Male,Native Hawaiian or Other Pacific Islander,2015.0,262.0
Massachusetts,Male,More than one race,2015.0,76387.0
Delaware,Female,American Indian or Alaska Native,2015.0,2987.0
Missouri,Female,American Indian or Alaska Native,2015.0,16374.0
Kentucky,Male,Native Hawaiian or Other Pacific Islander,2015.0,1926.0
Missouri,Female,White,2015.0,2567014.0
Kentucky,Male,White,2015.0,1920301.0
Montana,Male,White,2015.0,463421.0
Wisconsin,Female,Black or African American,2015.0,194250.0
Illinois,Female,Native Hawaiian or Other Pacific Islander,2015.0,3922.0
Michigan,Female,American Indian or Alaska Native,2015.0,35765.0
Maine,Female,Black or African American,2015.0,8827.0
Kentucky,Male,Black or African American,2015.0,181100.0
California,Male,Native Hawaiian or Other Pacific Islander,2015.0,96380.0
Connecticut,Male,Black or African American,2015.0,198368.0
District of Columbia,Female,Native Hawaiian or Other Pacific Islander,2015.0,468.0
Maine,Female,Asian,2015.0,8762.0
Kentucky,Male,More than one race,2015.0,39832.0
Louisiana,Female,Black or African American,2015.0,796234.0
Connecticut,Male,More than one race,2015.0,39694.0
Massachusetts,Female,Native Hawaiian or Other Pacific Islander,2015.0,3458.0
Illinois,Male,Native Hawaiian or Other Pacific Islander,2015.0,4218.0
Louisiana,Female,Asian,2015.0,40959.0
Maine,Female,American Indian or Alaska Native,2015.0,4687.0
District of Columbia,Female,Asian,2015.0,15750.0
Montana,Female,Native Hawaiian or Other Pacific Islander,2015.0,380.0
Wyoming,Female,More than one race,2015.0,5816.0
Louisiana,Female,American Indian or Alaska Native,2015.0,17760.0
Illinois,Male,More than one race,2015.0,120009.0
Massachusetts,Male,White,2015.0,2708458.0
Montana,Male,Native Hawaiian or Other Pacific Islander,2015.0,479.0
California,Male,More than one race,2015.0,725119.0
Connecticut,Female,American Indian or Alaska Native,2015.0,9188.0
Michigan,Male,Native Hawaiian or Other Pacific Islander,2015.0,1934.0
Mississippi,Male,Black or African American,2015.0,528454.0
Kansas,Male,American Indian or Alaska Native,2015.0,17367.0
Mississippi,Female,Black or African American,2015.0,595590.0
Maryland,Male,American Indian or Alaska Native,2015.0,17660.0
Minnesota,Male,American Indian or Alaska Native,2015.0,37037.0
Illinois,Female,American Indian or Alaska Native,2015.0,35730.0
Iowa,Female,Black or African American,2015.0,52290.0
Nevada,Female,American Indian or Alaska Native,2015.0,23562.0
Colorado,Male,Asian,2015.0,81321.0
Wisconsin,Female,More than one race,2015.0,52754.0
Delaware,Male,White,2015.0,323093.0
Maryland,Female,Asian,2015.0,199974.0
Iowa,Female,Native Hawaiian or Other Pacific Islander,2015.0,1576.0
Illinois,Male,Asian,2015.0,338602.0
Maryland,Male,Asian,2015.0,180932.0
Missouri,Male,Asian,2015.0,56366.0
Nebraska,Male,More than one race,2015.0,19326.0
Idaho,Female,Native Hawaiian or Other Pacific Islander,2015.0,1546.0
Colorado,Female,Asian,2015.0,96025.0
West Virginia,Female,Black or African American,2015.0,30049.0
Iowa,Male,American Indian or Alaska Native,2015.0,7927.0
Delaware,Male,Asian,2015.0,17860.0
Nebraska,Male,White,2015.0,838592.0
Maryland,Male,Black or African American,2015.0,854364.0
Minnesota,Female,White,2015.0,2351315.0
Iowa,Female,Asian,2015.0,37384.0
Iowa,Female,More than one race,2015.0,27318.0
Wisconsin,Male,American Indian or Alaska Native,2015.0,32800.0
Maryland,Female,American Indian or Alaska Native,2015.0,16372.0
Iowa,Female,White,2015.0,1443312.0
California,Male,American Indian or Alaska Native,2015.0,324614.0
Minnesota,Female,More than one race,2015.0,65715.0
Mississippi,Female,Native Hawaiian or Other Pacific Islander,2015.0,766.0
Maine,Male,Asian,2015.0,6899.0
Indiana,Female,More than one race,2015.0,65015.0
Delaware,Male,Black or African American,2015.0,99839.0
Nevada,Female,Asian,2015.0,130436.0
Minnesota,Male,White,2015.0,2323644.0
Nevada,Female,Native Hawaiian or Other Pacific Islander,2015.0,10741.0
Missouri,Male,Black or African American,2015.0,341373.0
Maryland,Female,Native Hawaiian or Other Pacific Islander,2015.0,3039.0
Indiana,Male,Native Hawaiian or Other Pacific Islander,2015.0,2041.0
Delaware,Male,Native Hawaiian or Other Pacific Islander,2015.0,460.0
California,Female,More than one race,2015.0,739057.0
Colorado,Male,American Indian or Alaska Native,2015.0,43824.0
Indiana,Male,Black or African American,2015.0,306330.0
Maryland,Female,White,2015.0,1808193.0
Indiana,Male,Asian,2015.0,70058.0
Idaho,Female,Black or African American,2015.0,5859.0
Minnesota,Male,More than one race,2015.0,64412.0
Indiana,Male,American Indian or Alaska Native,2015.0,13449.0
Wisconsin,Male,Asian,2015.0,77945.0
Maine,Male,More than one race,2015.0,10934.0
West Virginia,Male,More than one race,2015.0,15191.0
Indiana,Male,White,2015.0,2801940.0
Colorado,Female,More than one race,2015.0,80004.0
West Virginia,Male,Asian,2015.0,7082.0
Minnesota,Male,Asian,2015.0,128150.0
Minnesota,Male,Black or African American,2015.0,172061.0
Connecticut,Female,White,2015.0,1483879.0
Iowa,Female,American Indian or Alaska Native,2015.0,7853.0
Illinois,Male,American Indian or Alaska Native,2015.0,38627.0
Connecticut,Female,More than one race,2015.0,41039.0
Nevada,Female,Black or African American,2015.0,134240.0
Missouri,Male,Native Hawaiian or Other Pacific Islander,2015.0,4289.0
Indiana,Male,More than one race,2015.0,62947.0
Wyoming,Female,Black or African American,2015.0,2934.0
Maryland,Female,Black or African American,2015.0,973679.0
Mississippi,Female,Asian,2015.0,16419.0
Minnesota,Male,Native Hawaiian or Other Pacific Islander,2015.0,1806.0
Idaho,Male,White,2015.0,773388.0
Idaho,Male,American Indian or Alaska Native,2015.0,14504.0
Minnesota,Female,Native Hawaiian or Other Pacific Islander,2015.0,1762.0
Kansas,Female,American Indian or Alaska Native,2015.0,16768.0
Maine,Male,Native Hawaiian or Other Pacific Islander,2015.0,233.0
Colorado,Female,American Indian or Alaska Native,2015.0,42177.0
Minnesota,Female,American Indian or Alaska Native,2015.0,36939.0
Mississippi,Female,White,2015.0,898535.0
Wisconsin,Female,White,2015.0,2534187.0
Connecticut,Female,Native Hawaiian or Other Pacific Islander,2015.0,1732.0
Maryland,Male,White,2015.0,1765675.0
Nebraska,Male,Asian,2015.0,21571.0
Kansas,Female,Asian,2015.0,44203.0
California,Male,Asian,2015.0,2697069.0
Michigan,Male,More than one race,2015.0,112893.0
Colorado,Male,Native Hawaiian or Other Pacific Islander,2015.0,5192.0
Delaware,Female,More than one race,2015.0,12356.0
Indiana,Female,Native Hawaiian or Other Pacific Islander,2015.0,1981.0
Kansas,Female,Black or African American,2015.0,87191.0
Mississippi,Male,American Indian or Alaska Native,2015.0,8902.0
Missouri,Male,More than one race,2015.0,65271.0
Kansas,Female,Native Hawaiian or Other Pacific Islander,2015.0,1443.0
Maine,Male,Black or African American,2015.0,10891.0
Nebraska,Male,American Indian or Alaska Native,2015.0,13706.0
Michigan,Male,White,2015.0,3918083.0
Illinois,Male,Black or African American,2015.0,887060.0
Kansas,Female,White,2015.0,1268679.0
Colorado,Female,White,2015.0,2372870.0
Mississippi,Male,Asian,2015.0,14646.0
Kansas,Female,More than one race,2015.0,41356.0
Illinois,Female,More than one race,2015.0,121593.0
Delaware,Female,White,2015.0,339292.0
Mississippi,Female,More than one race,2015.0,18379.0
Iowa,Male,More than one race,2015.0,27564.0
Illinois,Female,Asian,2015.0,364021.0
Missouri,Male,White,2015.0,2495276.0
Colorado,Male,Black or African American,2015.0,129563.0
Maine,Male,White,2015.0,616902.0
Iowa,Male,White,2015.0,1416460.0
Iowa,Male,Native Hawaiian or Other Pacific Islander,2015.0,1756.0
Iowa,Male,Asian,2015.0,38139.0
Iowa,Male,Black or African American,2015.0,59381.0
Minnesota,Female,Asian,2015.0,134361.0
Nebraska,Male,Black or African American,2015.0,48298.0
Nebraska,Male,Native Hawaiian or Other Pacific Islander,2015.0,1167.0
Connecticut,Male,American Indian or Alaska Native,2015.0,9727.0
Indiana,Female,White,2015.0,2871387.0
Maryland,Male,Native Hawaiian or Other Pacific Islander,2015.0,3251.0
West Virginia,Male,American Indian or Alaska Native,2015.0,2338.0
Minnesota,Female,Black or African American,2015.0,164830.0
District of Columbia,Female,Black or African American,2015.0,178296.0
Delaware,Male,American Indian or Alaska Native,2015.0,3004.0
Missouri,Male,American Indian or Alaska Native,2015.0,16946.0
Alaska,Male,More than one race,2016.0,26924.0
Pennsylvania,Female,American Indian or Alaska Native,2016.0,23218.0
Illinois,Female,White,2016.0,4992889.0
Maryland,Male,American Indian or Alaska Native,2016.0,17951.0
Maryland,Male,White,2016.0,1762234.0
Pennsylvania,Male,Asian,2016.0,213558.0
Oregon,Male,American Indian or Alaska Native,2016.0,37686.0
Pennsylvania,Female,Asian,2016.0,230018.0
Alaska,Male,White,2016.0,260867.0
Illinois,Female,More than one race,2016.0,124104.0
Maryland,Male,Black or African American,2016.0,861256.0
Pennsylvania,Female,White,2016.0,5357721.0
Massachusetts,Female,White,2016.0,2869739.0
Maryland,Female,More than one race,2016.0,85848.0
Connecticut,Female,Native Hawaiian or Other Pacific Islander,2016.0,1719.0
Maryland,Male,More than one race,2016.0,80525.0
West Virginia,Male,White,2016.0,844942.0
Massachusetts,Female,Black or African American,2016.0,303963.0
Maryland,Male,Native Hawaiian or Other Pacific Islander,2016.0,3338.0
Washington,Female,Black or African American,2016.0,139741.0
Oregon,Male,Black or African American,2016.0,46817.0
Pennsylvania,Female,Black or African American,2016.0,780976.0
Massachusetts,Female,American Indian or Alaska Native,2016.0,15960.0
Pennsylvania,Male,American Indian or Alaska Native,2016.0,24048.0
Pennsylvania,Female,Native Hawaiian or Other Pacific Islander,2016.0,4635.0
Oregon,Male,White,2016.0,1770400.0
Massachusetts,Female,Native Hawaiian or Other Pacific Islander,2016.0,3535.0
Georgia,Male,Asian,2016.0,203263.0
Oregon,Male,More than one race,2016.0,75601.0
Washington,Female,Asian,2016.0,337180.0
Georgia,Male,American Indian or Alaska Native,2016.0,27771.0
Arizona,Female,Asian,2016.0,130176.0
Oregon,Male,Asian,2016.0,86967.0
Massachusetts,Female,Asian,2016.0,238350.0
Connecticut,Female,Black or African American,2016.0,218893.0
Maryland,Male,Asian,2016.0,184581.0
Arizona,Female,American Indian or Alaska Native,2016.0,187584.0
Connecticut,Female,White,2016.0,1474747.0
Pennsylvania,Female,More than one race,2016.0,127399.0
Wisconsin,Male,Asian,2016.0,80592.0
Oregon,Male,Native Hawaiian or Other Pacific Islander,2016.0,9155.0
Michigan,Female,Black or African American,2016.0,738892.0
Oregon,Female,More than one race,2016.0,76891.0
North Dakota,Male,More than one race,2016.0,7968.0
Minnesota,Female,Native Hawaiian or Other Pacific Islander,2016.0,1830.0
District of Columbia,Female,Black or African American,2016.0,178828.0
Ohio,Female,American Indian or Alaska Native,2016.0,15865.0
Minnesota,Female,Black or African American,2016.0,172866.0
Colorado,Male,Black or African American,2016.0,132851.0
Ohio,Female,Asian,2016.0,136457.0
Minnesota,Female,Asian,2016.0,138943.0
Ohio,Female,Black or African American,2016.0,778299.0
Washington,Female,More than one race,2016.0,168268.0
Hawaii,Female,American Indian or Alaska Native,2016.0,2527.0
Ohio,Female,Native Hawaiian or Other Pacific Islander,2016.0,3068.0
Arizona,Male,Black or African American,2016.0,176416.0
Minnesota,Female,American Indian or Alaska Native,2016.0,37376.0
Illinois,Female,Asian,2016.0,370175.0
Ohio,Female,White,2016.0,4871431.0
Michigan,Male,More than one race,2016.0,115760.0
Ohio,Female,More than one race,2016.0,129612.0
Michigan,Male,White,2016.0,3919835.0
District of Columbia,Male,Black or African American,2016.0,148929.0
Colorado,Male,Native Hawaiian or Other Pacific Islander,2016.0,5313.0
Ohio,Male,American Indian or Alaska Native,2016.0,16602.0
Wyoming,Male,Black or African American,2016.0,4443.0
Wisconsin,Male,White,2016.0,2512573.0
Michigan,Male,Native Hawaiian or Other Pacific Islander,2016.0,1980.0
Arizona,Male,Native Hawaiian or Other Pacific Islander,2016.0,9814.0
Ohio,Male,Asian,2016.0,126318.0
North Dakota,Male,White,2016.0,339174.0
North Dakota,Male,Native Hawaiian or Other Pacific Islander,2016.0,248.0
Minnesota,Male,More than one race,2016.0,66411.0
North Dakota,Female,Asian,2016.0,5608.0
Hawaii,Female,Black or African American,2016.0,12026.0
Idaho,Male,More than one race,2016.0,20078.0
North Dakota,Female,Black or African American,2016.0,9116.0
Arizona,Male,More than one race,2016.0,95121.0
Minnesota,Male,White,2016.0,2330156.0
North Dakota,Female,Native Hawaiian or Other Pacific Islander,2016.0,235.0
Colorado,Male,American Indian or Alaska Native,2016.0,44726.0
Minnesota,Male,Native Hawaiian or Other Pacific Islander,2016.0,1894.0
North Dakota,Female,White,2016.0,323507.0
Washington,Male,American Indian or Alaska Native,2016.0,71249.0
Minnesota,Male,Black or African American,2016.0,180258.0
North Dakota,Female,More than one race,2016.0,7682.0
Minnesota,Male,Asian,2016.0,132609.0
North Dakota,Male,American Indian or Alaska Native,2016.0,20669.0
Minnesota,Male,American Indian or Alaska Native,2016.0,37533.0
North Dakota,Male,Asian,2016.0,5848.0
Arizona,Male,White,2016.0,2870168.0
Colorado,Male,Asian,2016.0,84488.0
West Virginia,Male,Asian,2016.0,7245.0
North Dakota,Male,Black or African American,2016.0,13104.0
Minnesota,Female,More than one race,2016.0,67489.0
Hawaii,Female,Asian,2016.0,287723.0
Illinois,Female,American Indian or Alaska Native,2016.0,35741.0
Minnesota,Female,White,2016.0,2355379.0
District of Columbia,Male,Native Hawaiian or Other Pacific Islander,2016.0,487.0
Arizona,Male,Asian,2016.0,116366.0
Michigan,Male,Black or African American,2016.0,669707.0
Illinois,Female,Native Hawaiian or Other Pacific Islander,2016.0,3954.0
Oklahoma,Male,Black or African American,2016.0,152544.0
Massachusetts,Male,More than one race,2016.0,79520.0
Oklahoma,Male,Native Hawaiian or Other Pacific Islander,2016.0,3851.0
Georgia,Male,Native Hawaiian or Other Pacific Islander,2016.0,6224.0
Massachusetts,Male,White,2016.0,2706484.0
Oklahoma,Male,White,2016.0,1451956.0
Washington,Female,Native Hawaiian or Other Pacific Islander,2016.0,26976.0
Connecticut,Female,American Indian or Alaska Native,2016.0,9279.0
West Virginia,Male,Native Hawaiian or Other Pacific Islander,2016.0,266.0
Oklahoma,Male,More than one race,2016.0,114601.0
Arizona,Female,Native Hawaiian or Other Pacific Islander,2016.0,8542.0
Massachusetts,Male,Native Hawaiian or Other Pacific Islander,2016.0,3433.0
Oregon,Female,American Indian or Alaska Native,2016.0,35858.0
Massachusetts,Male,Black or African American,2016.0,285738.0
Oregon,Female,Asian,2016.0,100836.0
District of Columbia,Female,Asian,2016.0,16511.0
Massachusetts,Male,Asian,2016.0,218732.0
Oregon,Female,Black or African American,2016.0,40267.0
Georgia,Male,Black or African American,2016.0,1544012.0
Oregon,Female,Native Hawaiian or Other Pacific Islander,2016.0,8766.0
Arizona,Female,Black or African American,2016.0,164522.0
Massachusetts,Male,American Indian or Alaska Native,2016.0,16606.0
Oregon,Female,White,2016.0,1800732.0
Massachusetts,Female,More than one race,2016.0,81548.0
Arizona,Female,White,2016.0,2903454.0
Ohio,Male,Black or African American,2016.0,715314.0
Oklahoma,Male,Asian,2016.0,42402.0
Oklahoma,Male,American Indian or Alaska Native,2016.0,180208.0
Georgia,Male,More than one race,2016.0,102666.0
West Virginia,Male,Black or African American,2016.0,35279.0
Ohio,Male,Native Hawaiian or Other Pacific Islander,2016.0,3293.0
Michigan,Male,Asian,2016.0,153355.0
Ohio,Male,White,2016.0,4711734.0
Michigan,Male,American Indian or Alaska Native,2016.0,35976.0
Ohio,Male,More than one race,2016.0,126377.0
Arizona,Male,American Indian or Alaska Native,2016.0,182475.0
Colorado,Male,White,2016.0,2437482.0
Michigan,Female,More than one race,2016.0,119347.0
Oklahoma,Female,American Indian or Alaska Native,2016.0,184014.0
Washington,Female,White,2016.0,2905744.0
Oklahoma,Female,Asian,2016.0,46783.0
Michigan,Female,White,2016.0,3998099.0
Illinois,Female,Black or African American,2016.0,996345.0
Oklahoma,Female,Black or African American,2016.0,151728.0
Oklahoma,Female,Native Hawaiian or Other Pacific Islander,2016.0,3521.0
Arizona,Female,More than one race,2016.0,96434.0
Georgia,Male,White,2016.0,3131021.0
Michigan,Female,Native Hawaiian or Other Pacific Islander,2016.0,1966.0
Oklahoma,Female,White,2016.0,1475292.0
Colorado,Male,More than one race,2016.0,81925.0
Oklahoma,Female,More than one race,2016.0,119431.0
Michigan,Female,Asian,2016.0,159530.0
Wyoming,Female,White,2016.0,265816.0
Michigan,Female,American Indian or Alaska Native,2016.0,36124.0
Illinois,Male,American Indian or Alaska Native,2016.0,38595.0
Nevada,Female,White,2016.0,1079282.0
Georgia,Female,More than one race,2016.0,109902.0
Florida,Male,Asian,2016.0,269101.0
Kansas,Male,Asian,2016.0,43425.0
Texas,Male,Black or African American,2016.0,1704028.0
Alabama,Male,Asian,2016.0,32455.0
Indiana,Female,Black or African American,2016.0,333170.0
Kansas,Male,American Indian or Alaska Native,2016.0,17356.0
Texas,Male,Native Hawaiian or Other Pacific Islander,2016.0,19482.0
Kansas,Female,More than one race,2016.0,42061.0
Texas,Male,White,2016.0,11066135.0
Delaware,Female,White,2016.0,340942.0
Texas,Male,More than one race,2016.0,268759.0
Kansas,Female,White,2016.0,1267678.0
Utah,Female,American Indian or Alaska Native,2016.0,23177.0
Texas,Male,Asian,2016.0,663558.0
Alabama,Male,American Indian or Alaska Native,2016.0,17011.0
Kansas,Female,Native Hawaiian or Other Pacific Islander,2016.0,1483.0
Utah,Female,Asian,2016.0,39460.0
Kansas,Female,Black or African American,2016.0,86838.0
Utah,Female,Black or African American,2016.0,17989.0
Kansas,Female,Asian,2016.0,45676.0
Indiana,Female,Native Hawaiian or Other Pacific Islander,2016.0,2027.0
Delaware,Female,More than one race,2016.0,12659.0
Utah,Female,Native Hawaiian or Other Pacific Islander,2016.0,14921.0
Utah,Female,White,2016.0,1378489.0
Virginia,Male,American Indian or Alaska Native,2016.0,23450.0
Alabama,Female,More than one race,2016.0,40662.0
Kansas,Female,American Indian or Alaska Native,2016.0,16861.0
Utah,Female,More than one race,2016.0,36701.0
Florida,Male,American Indian or Alaska Native,2016.0,53171.0
Virginia,Male,Asian,2016.0,261499.0
Texas,Male,American Indian or Alaska Native,2016.0,143549.0
Kansas,Male,Black or African American,2016.0,92766.0
Tennessee,Male,Asian,2016.0,56229.0
Kentucky,Female,White,2016.0,1982295.0
Tennessee,Male,Black or African American,2016.0,536926.0
Virginia,Male,Black or African American,2016.0,798085.0
Alabama,Male,White,2016.0,1657506.0
Tennessee,Male,Native Hawaiian or Other Pacific Islander,2016.0,3280.0
Kentucky,Female,Native Hawaiian or Other Pacific Islander,2016.0,1727.0
Tennessee,Male,White,2016.0,2569120.0
Kentucky,Female,Black or African American,2016.0,184776.0
Kentucky,Female,Asian,2016.0,35064.0
Tennessee,Male,More than one race,2016.0,60472.0
Florida,Female,American Indian or Alaska Native,2016.0,48459.0
Delaware,Female,Black or African American,2016.0,113702.0
Texas,Female,American Indian or Alaska Native,2016.0,136296.0
Alabama,Male,Native Hawaiian or Other Pacific Islander,2016.0,2601.0
Kentucky,Female,American Indian or Alaska Native,2016.0,6361.0
Texas,Female,Asian,2016.0,698907.0
Indiana,Female,Asian,2016.0,75268.0
Florida,Male,Black or African American,2016.0,1673065.0
Kansas,Male,More than one race,2016.0,41608.0
Texas,Female,Black or African American,2016.0,1815287.0
Texas,Female,Native Hawaiian or Other Pacific Islander,2016.0,19389.0
Kansas,Male,White,2016.0,1253306.0
Wisconsin,Female,Native Hawaiian or Other Pacific Islander,2016.0,1454.0
Texas,Female,White,2016.0,11106444.0
Alabama,Male,Black or African American,2016.0,606906.0
Kansas,Male,Native Hawaiian or Other Pacific Islander,2016.0,1786.0
Texas,Female,More than one race,2016.0,272576.0
Delaware,Female,Native Hawaiian or Other Pacific Islander,2016.0,445.0
Wisconsin,Female,White,2016.0,2533331.0
Delaware,Female,Asian,2016.0,19205.0
Iowa,Male,More than one race,2016.0,28335.0
Wisconsin,Male,American Indian or Alaska Native,2016.0,33265.0
Wisconsin,Female,More than one race,2016.0,54206.0
Vermont,Male,American Indian or Alaska Native,2016.0,1248.0
Iowa,Female,Asian,2016.0,38736.0
Florida,Female,Native Hawaiian or Other Pacific Islander,2016.0,11295.0
Vermont,Male,Asian,2016.0,4986.0
Delaware,Male,Black or African American,2016.0,101371.0
Wyoming,Male,More than one race,2016.0,6063.0
Iowa,Female,American Indian or Alaska Native,2016.0,8042.0
Vermont,Male,Black or African American,2016.0,4538.0
Alabama,Female,Asian,2016.0,37021.0
Indiana,Female,More than one race,2016.0,67140.0
Vermont,Male,Native Hawaiian or Other Pacific Islander,2016.0,130.0
Indiana,Male,More than one race,2016.0,65253.0
Wyoming,Female,American Indian or Alaska Native,2016.0,7790.0
Vermont,Male,White,2016.0,291412.0
Indiana,Male,White,2016.0,2804660.0
Virginia,Female,American Indian or Alaska Native,2016.0,21314.0
Virginia,Female,White,2016.0,2965202.0
Alabama,Female,American Indian or Alaska Native,2016.0,16599.0
Indiana,Male,Native Hawaiian or Other Pacific Islander,2016.0,2118.0
Virginia,Female,Asian,2016.0,291579.0
Delaware,Male,Native Hawaiian or Other Pacific Islander,2016.0,474.0
Florida,Female,Black or African American,2016.0,1799462.0
Virginia,Female,Black or African American,2016.0,864821.0
Indiana,Male,Black or African American,2016.0,309771.0
Indiana,Male,Asian,2016.0,74735.0
Virginia,Female,Native Hawaiian or Other Pacific Islander,2016.0,4604.0
Indiana,Male,American Indian or Alaska Native,2016.0,13589.0
Vermont,Male,More than one race,2016.0,5738.0
Iowa,Female,Black or African American,2016.0,54321.0
Vermont,Female,More than one race,2016.0,5948.0
Alabama,Female,Black or African American,2016.0,694729.0
Florida,Female,More than one race,2016.0,219881.0
Utah,Male,Asian,2016.0,35234.0
Iowa,Male,White,2016.0,1417242.0
Utah,Male,Black or African American,2016.0,23411.0
Iowa,Male,Native Hawaiian or Other Pacific Islander,2016.0,1927.0
Alabama,Female,White,2016.0,1716600.0
Delaware,Male,American Indian or Alaska Native,2016.0,3026.0
Utah,Male,Native Hawaiian or Other Pacific Islander,2016.0,16127.0
Iowa,Male,Black or African American,2016.0,61947.0
Utah,Male,White,2016.0,1394931.0
Iowa,Male,Asian,2016.0,39617.0
Indiana,Female,White,2016.0,2873660.0
Utah,Male,More than one race,2016.0,37822.0
Iowa,Male,American Indian or Alaska Native,2016.0,8091.0
Vermont,Female,American Indian or Alaska Native,2016.0,1136.0
Alabama,Female,Native Hawaiian or Other Pacific Islander,2016.0,2315.0
Florida,Female,White,2016.0,8140881.0
Vermont,Female,Asian,2016.0,6040.0
Iowa,Female,More than one race,2016.0,28150.0
Delaware,Male,Asian,2016.0,18214.0
Vermont,Female,Black or African American,2016.0,3513.0
Virginia,Female,More than one race,2016.0,124740.0
Iowa,Female,White,2016.0,1443216.0
Delaware,Male,White,2016.0,324145.0
Vermont,Female,Native Hawaiian or Other Pacific Islander,2016.0,101.0
Wyoming,Female,Black or African American,2016.0,2883.0
Florida,Female,Asian,2016.0,313241.0
Iowa,Female,Native Hawaiian or Other Pacific Islander,2016.0,1747.0
Vermont,Female,White,2016.0,298867.0
Utah,Male,American Indian or Alaska Native,2016.0,23606.0
Florida,Male,Native Hawaiian or Other Pacific Islander,2016.0,11598.0
Tennessee,Male,American Indian or Alaska Native,2016.0,15878.0
Kentucky,Female,More than one race,2016.0,41791.0
Maine,Male,Asian,2016.0,7174.0
Rhode Island,Male,Native Hawaiian or Other Pacific Islander,2016.0,979.0
Illinois,Male,Black or African American,2016.0,882697.0
Maine,Male,American Indian or Alaska Native,2016.0,4620.0
Rhode Island,Male,White,2016.0,432899.0
Connecticut,Male,Asian,2016.0,80622.0
Maine,Female,More than one race,2016.0,11426.0
Rhode Island,Male,More than one race,2016.0,14022.0
Alaska,Male,American Indian or Alaska Native,2016.0,57467.0
South Carolina,Female,American Indian or Alaska Native,2016.0,12834.0
Maine,Female,White,2016.0,644587.0
South Carolina,Female,Asian,2016.0,43134.0
