"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths
	"Louisiana"	"22"	"2018"	"2018"	"Male"	"M"	838
	"Louisiana"	"22"	"2019"	"2019"	"Female"	"F"	155
	"Louisiana"	"22"	"2019"	"2019"	"Male"	"M"	857
	"Louisiana"	"22"	"2020 "	"2020"	"Female"	"F"	166
	"Louisiana"	"22"	"2020 "	"2020"	"Male"	"M"	1013
	"Maine"	"23"	"1999"	"1999"	"Female"	"F"	18
	"Maine"	"23"	"1999"	"1999"	"Male"	"M"	94
	"Maine"	"23"	"2000"	"2000"	"Female"	"F"	14
	"Maine"	"23"	"2000"	"2000"	"Male"	"M"	96
	"Maine"	"23"	"2001"	"2001"	"Female"	"F"	17
	"Maine"	"23"	"2001"	"2001"	"Male"	"M"	81
	"Maine"	"23"	"2002"	"2002"	"Female"	"F"	11
	"Maine"	"23"	"2002"	"2002"	"Male"	"M"	76
	"Maine"	"23"	"2003"	"2003"	"Female"	"F"	11
	"Maine"	"23"	"2003"	"2003"	"Male"	"M"	70
	"Maine"	"23"	"2004"	"2004"	"Female"	"F"	13
	"Maine"	"23"	"2004"	"2004"	"Male"	"M"	95
	"Maine"	"23"	"2005"	"2005"	"Female"	"F"	12
	"Maine"	"23"	"2005"	"2005"	"Male"	"M"	98
	"Maine"	"23"	"2006"	"2006"	"Female"	"F"	17
	"Maine"	"23"	"2006"	"2006"	"Male"	"M"	86
	"Maine"	"23"	"2007"	"2007"	"Female"	"F"	12
	"Maine"	"23"	"2007"	"2007"	"Male"	"M"	94
	"Maine"	"23"	"2008"	"2008"	"Female"	"F"	15
	"Maine"	"23"	"2008"	"2008"	"Male"	"M"	104
	"Maine"	"23"	"2009"	"2009"	"Female"	"F"	17
	"Maine"	"23"	"2009"	"2009"	"Male"	"M"	104
	"Maine"	"23"	"2010"	"2010"	"Female"	"F"	12
	"Maine"	"23"	"2010"	"2010"	"Male"	"M"	97
	"Maine"	"23"	"2011"	"2011"	"Female"	"F"	22
	"Maine"	"23"	"2011"	"2011"	"Male"	"M"	109
	"Maine"	"23"	"2012"	"2012"	"Female"	"F"	15
	"Maine"	"23"	"2012"	"2012"	"Male"	"M"	114
	"Maine"	"23"	"2013"	"2013"	"Female"	"F"	21
	"Maine"	"23"	"2013"	"2013"	"Male"	"M"	133
	"Maine"	"23"	"2014"	"2014"	"Female"	"F"	16
	"Maine"	"23"	"2014"	"2014"	"Male"	"M"	113
	"Maine"	"23"	"2015"	"2015"	"Female"	"F"	19
	"Maine"	"23"	"2015"	"2015"	"Male"	"M"	123
	"Maine"	"23"	"2016"	"2016"	"Female"	"F"	11
	"Maine"	"23"	"2016"	"2016"	"Male"	"M"	111
	"Maine"	"23"	"2017"	"2017"	"Female"	"F"	23
	"Maine"	"23"	"2017"	"2017"	"Male"	"M"	143
	"Maine"	"23"	"2018"	"2018"	"Female"	"F"	18
	"Maine"	"23"	"2018"	"2018"	"Male"	"M"	139
	"Maine"	"23"	"2019"	"2019"	"Female"	"F"	16
	"Maine"	"23"	"2019"	"2019"	"Male"	"M"	144
	"Maine"	"23"	"2020 "	"2020"	"Female"	"F"	20
	"Maine"	"23"	"2020 "	"2020"	"Male"	"M"	130
	"Maryland"	"24"	"1999"	"1999"	"Female"	"F"	60
	"Maryland"	"24"	"1999"	"1999"	"Male"	"M"	584
	"Maryland"	"24"	"2000"	"2000"	"Female"	"F"	67
	"Maryland"	"24"	"2000"	"2000"	"Male"	"M"	539
	"Maryland"	"24"	"2001"	"2001"	"Female"	"F"	56
	"Maryland"	"24"	"2001"	"2001"	"Male"	"M"	543
	"Maryland"	"24"	"2002"	"2002"	"Female"	"F"	60
	"Maryland"	"24"	"2002"	"2002"	"Male"	"M"	547
	"Maryland"	"24"	"2003"	"2003"	"Female"	"F"	59
	"Maryland"	"24"	"2003"	"2003"	"Male"	"M"	583
	"Maryland"	"24"	"2004"	"2004"	"Female"	"F"	61
	"Maryland"	"24"	"2004"	"2004"	"Male"	"M"	587
	"Maryland"	"24"	"2005"	"2005"	"Female"	"F"	54
	"Maryland"	"24"	"2005"	"2005"	"Male"	"M"	596
	"Maryland"	"24"	"2006"	"2006"	"Female"	"F"	60
	"Maryland"	"24"	"2006"	"2006"	"Male"	"M"	601
	"Maryland"	"24"	"2007"	"2007"	"Female"	"F"	68
	"Maryland"	"24"	"2007"	"2007"	"Male"	"M"	597
	"Maryland"	"24"	"2008"	"2008"	"Female"	"F"	75
	"Maryland"	"24"	"2008"	"2008"	"Male"	"M"	570
	"Maryland"	"24"	"2009"	"2009"	"Female"	"F"	65
	"Maryland"	"24"	"2009"	"2009"	"Male"	"M"	507
	"Maryland"	"24"	"2010"	"2010"	"Female"	"F"	45
	"Maryland"	"24"	"2010"	"2010"	"Male"	"M"	488
	"Maryland"	"24"	"2011"	"2011"	"Female"	"F"	55
	"Maryland"	"24"	"2011"	"2011"	"Male"	"M"	467
	"Maryland"	"24"	"2012"	"2012"	"Female"	"F"	52
	"Maryland"	"24"	"2012"	"2012"	"Male"	"M"	519
	"Maryland"	"24"	"2013"	"2013"	"Female"	"F"	62
	"Maryland"	"24"	"2013"	"2013"	"Male"	"M"	505
	"Maryland"	"24"	"2014"	"2014"	"Female"	"F"	68
	"Maryland"	"24"	"2014"	"2014"	"Male"	"M"	462
	"Maryland"	"24"	"2015"	"2015"	"Female"	"F"	54
	"Maryland"	"24"	"2015"	"2015"	"Male"	"M"	642
	"Maryland"	"24"	"2016"	"2016"	"Female"	"F"	68
	"Maryland"	"24"	"2016"	"2016"	"Male"	"M"	622
	"Maryland"	"24"	"2017"	"2017"	"Female"	"F"	63
	"Maryland"	"24"	"2017"	"2017"	"Male"	"M"	670
	"Maryland"	"24"	"2018"	"2018"	"Female"	"F"	82
	"Maryland"	"24"	"2018"	"2018"	"Male"	"M"	615
	"Maryland"	"24"	"2019"	"2019"	"Female"	"F"	64
	"Maryland"	"24"	"2019"	"2019"	"Male"	"M"	676
	"Maryland"	"24"	"2020 "	"2020"	"Female"	"F"	91
	"Maryland"	"24"	"2020 "	"2020"	"Male"	"M"	706
	"Massachusetts"	"25"	"1999"	"1999"	"Female"	"F"	24
	"Massachusetts"	"25"	"1999"	"1999"	"Male"	"M"	169
	"Massachusetts"	"25"	"2000"	"2000"	"Female"	"F"	24
	"Massachusetts"	"25"	"2000"	"2000"	"Male"	"M"	151
	"Massachusetts"	"25"	"2001"	"2001"	"Female"	"F"	Suppressed
	"Massachusetts"	"25"	"2001"	"2001"	"Male"	"M"	185
	"Massachusetts"	"25"	"2002"	"2002"	"Female"	"F"	11
	"Massachusetts"	"25"	"2002"	"2002"	"Male"	"M"	190
	"Massachusetts"	"25"	"2003"	"2003"	"Female"	"F"	22
	"Massachusetts"	"25"	"2003"	"2003"	"Male"	"M"	182
	"Massachusetts"	"25"	"2004"	"2004"	"Female"	"F"	13
	"Massachusetts"	"25"	"2004"	"2004"	"Male"	"M"	192
	"Massachusetts"	"25"	"2005"	"2005"	"Female"	"F"	22
	"Massachusetts"	"25"	"2005"	"2005"	"Male"	"M"	202
	"Massachusetts"	"25"	"2006"	"2006"	"Female"	"F"	22
	"Massachusetts"	"25"	"2006"	"2006"	"Male"	"M"	185
	"Massachusetts"	"25"	"2007"	"2007"	"Female"	"F"	24
	"Massachusetts"	"25"	"2007"	"2007"	"Male"	"M"	208
	"Massachusetts"	"25"	"2008"	"2008"	"Female"	"F"	16
	"Massachusetts"	"25"	"2008"	"2008"	"Male"	"M"	202
	"Massachusetts"	"25"	"2009"	"2009"	"Female"	"F"	23
	"Massachusetts"	"25"	"2009"	"2009"	"Male"	"M"	180
	"Massachusetts"	"25"	"2010"	"2010"	"Female"	"F"	27
	"Massachusetts"	"25"	"2010"	"2010"	"Male"	"M"	241
	"Massachusetts"	"25"	"2011"	"2011"	"Female"	"F"	23
	"Massachusetts"	"25"	"2011"	"2011"	"Male"	"M"	224
	"Massachusetts"	"25"	"2012"	"2012"	"Female"	"F"	26
	"Massachusetts"	"25"	"2012"	"2012"	"Male"	"M"	201
	"Massachusetts"	"25"	"2013"	"2013"	"Female"	"F"	18
	"Massachusetts"	"25"	"2013"	"2013"	"Male"	"M"	182
	"Massachusetts"	"25"	"2014"	"2014"	"Female"	"F"	28
	"Massachusetts"	"25"	"2014"	"2014"	"Male"	"M"	196
	"Massachusetts"	"25"	"2015"	"2015"	"Female"	"F"	22
	"Massachusetts"	"25"	"2015"	"2015"	"Male"	"M"	183
	"Massachusetts"	"25"	"2016"	"2016"	"Female"	"F"	14
	"Massachusetts"	"25"	"2016"	"2016"	"Male"	"M"	217
	"Massachusetts"	"25"	"2017"	"2017"	"Female"	"F"	24
	"Massachusetts"	"25"	"2017"	"2017"	"Male"	"M"	234
	"Massachusetts"	"25"	"2018"	"2018"	"Female"	"F"	22
	"Massachusetts"	"25"	"2018"	"2018"	"Male"	"M"	234
	"Massachusetts"	"25"	"2019"	"2019"	"Female"	"F"	29
	"Massachusetts"	"25"	"2019"	"2019"	"Male"	"M"	213
	"Massachusetts"	"25"	"2020 "	"2020"	"Female"	"F"	24
	"Massachusetts"	"25"	"2020 "	"2020"	"Male"	"M"	245
	"Michigan"	"26"	"1999"	"1999"	"Female"	"F"	140
	"Michigan"	"26"	"1999"	"1999"	"Male"	"M"	950
	"Michigan"	"26"	"2000"	"2000"	"Female"	"F"	163
	"Michigan"	"26"	"2000"	"2000"	"Male"	"M"	904
	"Michigan"	"26"	"2001"	"2001"	"Female"	"F"	123
	"Michigan"	"26"	"2001"	"2001"	"Male"	"M"	948
	"Michigan"	"26"	"2002"	"2002"	"Female"	"F"	138
	"Michigan"	"26"	"2002"	"2002"	"Male"	"M"	953
	"Michigan"	"26"	"2003"	"2003"	"Female"	"F"	130
	"Michigan"	"26"	"2003"	"2003"	"Male"	"M"	896
	"Michigan"	"26"	"2004"	"2004"	"Female"	"F"	136
	"Michigan"	"26"	"2004"	"2004"	"Male"	"M"	912
	"Michigan"	"26"	"2005"	"2005"	"Female"	"F"	124
	"Michigan"	"26"	"2005"	"2005"	"Male"	"M"	941
	"Michigan"	"26"	"2006"	"2006"	"Female"	"F"	135
	"Michigan"	"26"	"2006"	"2006"	"Male"	"M"	1021
	"Michigan"	"26"	"2007"	"2007"	"Female"	"F"	128
	"Michigan"	"26"	"2007"	"2007"	"Male"	"M"	960
	"Michigan"	"26"	"2008"	"2008"	"Female"	"F"	102
	"Michigan"	"26"	"2008"	"2008"	"Male"	"M"	977
	"Michigan"	"26"	"2009"	"2009"	"Female"	"F"	122
	"Michigan"	"26"	"2009"	"2009"	"Male"	"M"	967
	"Michigan"	"26"	"2010"	"2010"	"Female"	"F"	125
	"Michigan"	"26"	"2010"	"2010"	"Male"	"M"	942
	"Michigan"	"26"	"2011"	"2011"	"Female"	"F"	126
	"Michigan"	"26"	"2011"	"2011"	"Male"	"M"	1021
	"Michigan"	"26"	"2012"	"2012"	"Female"	"F"	136
	"Michigan"	"26"	"2012"	"2012"	"Male"	"M"	1078
	"Michigan"	"26"	"2013"	"2013"	"Female"	"F"	146
	"Michigan"	"26"	"2013"	"2013"	"Male"	"M"	1039
	"Michigan"	"26"	"2014"	"2014"	"Female"	"F"	139
	"Michigan"	"26"	"2014"	"2014"	"Male"	"M"	951
	"Michigan"	"26"	"2015"	"2015"	"Female"	"F"	139
	"Michigan"	"26"	"2015"	"2015"	"Male"	"M"	1015
	"Michigan"	"26"	"2016"	"2016"	"Female"	"F"	162
	"Michigan"	"26"	"2016"	"2016"	"Male"	"M"	1065
	"Michigan"	"26"	"2017"	"2017"	"Female"	"F"	138
	"Michigan"	"26"	"2017"	"2017"	"Male"	"M"	995
	"Michigan"	"26"	"2018"	"2018"	"Female"	"F"	189
	"Michigan"	"26"	"2018"	"2018"	"Male"	"M"	1116
	"Michigan"	"26"	"2019"	"2019"	"Female"	"F"	160
	"Michigan"	"26"	"2019"	"2019"	"Male"	"M"	1055
	"Michigan"	"26"	"2020 "	"2020"	"Female"	"F"	204
	"Michigan"	"26"	"2020 "	"2020"	"Male"	"M"	1246
	"Minnesota"	"27"	"1999"	"1999"	"Female"	"F"	23
	"Minnesota"	"27"	"1999"	"1999"	"Male"	"M"	277
	"Minnesota"	"27"	"2000"	"2000"	"Female"	"F"	42
	"Minnesota"	"27"	"2000"	"2000"	"Male"	"M"	275
	"Minnesota"	"27"	"2001"	"2001"	"Female"	"F"	41
	"Minnesota"	"27"	"2001"	"2001"	"Male"	"M"	281
	"Minnesota"	"27"	"2002"	"2002"	"Female"	"F"	29
	"Minnesota"	"27"	"2002"	"2002"	"Male"	"M"	275
	"Minnesota"	"27"	"2003"	"2003"	"Female"	"F"	37
	"Minnesota"	"27"	"2003"	"2003"	"Male"	"M"	293
	"Minnesota"	"27"	"2004"	"2004"	"Female"	"F"	43
	"Minnesota"	"27"	"2004"	"2004"	"Male"	"M"	317
	"Minnesota"	"27"	"2005"	"2005"	"Female"	"F"	49
	"Minnesota"	"27"	"2005"	"2005"	"Male"	"M"	311
	"Minnesota"	"27"	"2006"	"2006"	"Female"	"F"	36
	"Minnesota"	"27"	"2006"	"2006"	"Male"	"M"	296
	"Minnesota"	"27"	"2007"	"2007"	"Female"	"F"	37
	"Minnesota"	"27"	"2007"	"2007"	"Male"	"M"	303
	"Minnesota"	"27"	"2008"	"2008"	"Female"	"F"	40
	"Minnesota"	"27"	"2008"	"2008"	"Male"	"M"	331
	"Minnesota"	"27"	"2009"	"2009"	"Female"	"F"	34
	"Minnesota"	"27"	"2009"	"2009"	"Male"	"M"	300
	"Minnesota"	"27"	"2010"	"2010"	"Female"	"F"	43
	"Minnesota"	"27"	"2010"	"2010"	"Male"	"M"	314
	"Minnesota"	"27"	"2011"	"2011"	"Female"	"F"	39
	"Minnesota"	"27"	"2011"	"2011"	"Male"	"M"	354
	"Minnesota"	"27"	"2012"	"2012"	"Female"	"F"	41
	"Minnesota"	"27"	"2012"	"2012"	"Male"	"M"	337
	"Minnesota"	"27"	"2013"	"2013"	"Female"	"F"	52
	"Minnesota"	"27"	"2013"	"2013"	"Male"	"M"	372
	"Minnesota"	"27"	"2014"	"2014"	"Female"	"F"	48
	"Minnesota"	"27"	"2014"	"2014"	"Male"	"M"	329
	"Minnesota"	"27"	"2015"	"2015"	"Female"	"F"	53
	"Minnesota"	"27"	"2015"	"2015"	"Male"	"M"	350
	"Minnesota"	"27"	"2016"	"2016"	"Female"	"F"	56
	"Minnesota"	"27"	"2016"	"2016"	"Male"	"M"	367
	"Minnesota"	"27"	"2017"	"2017"	"Female"	"F"	47
	"Minnesota"	"27"	"2017"	"2017"	"Male"	"M"	410
	"Minnesota"	"27"	"2018"	"2018"	"Female"	"F"	29
	"Minnesota"	"27"	"2018"	"2018"	"Male"	"M"	398
	"Minnesota"	"27"	"2019"	"2019"	"Female"	"F"	55
	"Minnesota"	"27"	"2019"	"2019"	"Male"	"M"	400
	"Minnesota"	"27"	"2020 "	"2020"	"Female"	"F"	55
	"Minnesota"	"27"	"2020 "	"2020"	"Male"	"M"	450
	"Mississippi"	"28"	"1999"	"1999"	"Female"	"F"	82
	"Mississippi"	"28"	"1999"	"1999"	"Male"	"M"	432
	"Mississippi"	"28"	"2000"	"2000"	"Female"	"F"	80
	"Mississippi"	"28"	"2000"	"2000"	"Male"	"M"	394
	"Mississippi"	"28"	"2001"	"2001"	"Female"	"F"	80
	"Mississippi"	"28"	"2001"	"2001"	"Male"	"M"	421
	"Mississippi"	"28"	"2002"	"2002"	"Female"	"F"	84
	"Mississippi"	"28"	"2002"	"2002"	"Male"	"M"	404
	"Mississippi"	"28"	"2003"	"2003"	"Female"	"F"	90
	"Mississippi"	"28"	"2003"	"2003"	"Male"	"M"	384
	"Mississippi"	"28"	"2004"	"2004"	"Female"	"F"	62
	"Mississippi"	"28"	"2004"	"2004"	"Male"	"M"	410
	"Mississippi"	"28"	"2005"	"2005"	"Female"	"F"	85
	"Mississippi"	"28"	"2005"	"2005"	"Male"	"M"	372
	"Mississippi"	"28"	"2006"	"2006"	"Female"	"F"	81
	"Mississippi"	"28"	"2006"	"2006"	"Male"	"M"	388
	"Mississippi"	"28"	"2007"	"2007"	"Female"	"F"	87
	"Mississippi"	"28"	"2007"	"2007"	"Male"	"M"	450
	"Mississippi"	"28"	"2008"	"2008"	"Female"	"F"	90
	"Mississippi"	"28"	"2008"	"2008"	"Male"	"M"	473
	"Mississippi"	"28"	"2009"	"2009"	"Female"	"F"	72
	"Mississippi"	"28"	"2009"	"2009"	"Male"	"M"	414
	"Mississippi"	"28"	"2010"	"2010"	"Female"	"F"	94
	"Mississippi"	"28"	"2010"	"2010"	"Male"	"M"	382
	"Mississippi"	"28"	"2011"	"2011"	"Female"	"F"	96
	"Mississippi"	"28"	"2011"	"2011"	"Male"	"M"	432
	"Mississippi"	"28"	"2012"	"2012"	"Female"	"F"	99
	"Mississippi"	"28"	"2012"	"2012"	"Male"	"M"	434
	"Mississippi"	"28"	"2013"	"2013"	"Female"	"F"	97
	"Mississippi"	"28"	"2013"	"2013"	"Male"	"M"	426
	"Mississippi"	"28"	"2014"	"2014"	"Female"	"F"	79
	"Mississippi"	"28"	"2014"	"2014"	"Male"	"M"	463
	"Mississippi"	"28"	"2015"	"2015"	"Female"	"F"	101
	"Mississippi"	"28"	"2015"	"2015"	"Male"	"M"	488
	"Mississippi"	"28"	"2016"	"2016"	"Female"	"F"	105
	"Mississippi"	"28"	"2016"	"2016"	"Male"	"M"	477
	"Mississippi"	"28"	"2017"	"2017"	"Female"	"F"	95
	"Mississippi"	"28"	"2017"	"2017"	"Male"	"M"	531
	"Mississippi"	"28"	"2018"	"2018"	"Female"	"F"	121
	"Mississippi"	"28"	"2018"	"2018"	"Male"	"M"	554
	"Mississippi"	"28"	"2019"	"2019"	"Female"	"F"	118
	"Mississippi"	"28"	"2019"	"2019"	"Male"	"M"	589
	"Mississippi"	"28"	"2020 "	"2020"	"Female"	"F"	125
	"Mississippi"	"28"	"2020 "	"2020"	"Male"	"M"	690
	"Missouri"	"29"	"1999"	"1999"	"Female"	"F"	96
	"Missouri"	"29"	"1999"	"1999"	"Male"	"M"	617
	"Missouri"	"29"	"2000"	"2000"	"Female"	"F"	114
	"Missouri"	"29"	"2000"	"2000"	"Male"	"M"	630
	"Missouri"	"29"	"2001"	"2001"	"Female"	"F"	89
	"Missouri"	"29"	"2001"	"2001"	"Male"	"M"	663
	"Missouri"	"29"	"2002"	"2002"	"Female"	"F"	90
	"Missouri"	"29"	"2002"	"2002"	"Male"	"M"	606
	"Missouri"	"29"	"2003"	"2003"	"Female"	"F"	85
	"Missouri"	"29"	"2003"	"2003"	"Male"	"M"	572
	"Missouri"	"29"	"2004"	"2004"	"Female"	"F"	106
	"Missouri"	"29"	"2004"	"2004"	"Male"	"M"	563
	"Missouri"	"29"	"2005"	"2005"	"Female"	"F"	89
	"Missouri"	"29"	"2005"	"2005"	"Male"	"M"	667
	"Missouri"	"29"	"2006"	"2006"	"Female"	"F"	106
	"Missouri"	"29"	"2006"	"2006"	"Male"	"M"	658
	"Missouri"	"29"	"2007"	"2007"	"Female"	"F"	105
	"Missouri"	"29"	"2007"	"2007"	"Male"	"M"	649
	"Missouri"	"29"	"2008"	"2008"	"Female"	"F"	119
	"Missouri"	"29"	"2008"	"2008"	"Male"	"M"	699
	"Missouri"	"29"	"2009"	"2009"	"Female"	"F"	119
	"Missouri"	"29"	"2009"	"2009"	"Male"	"M"	699
	"Missouri"	"29"	"2010"	"2010"	"Female"	"F"	96
	"Missouri"	"29"	"2010"	"2010"	"Male"	"M"	749
	"Missouri"	"29"	"2011"	"2011"	"Female"	"F"	128
	"Missouri"	"29"	"2011"	"2011"	"Male"	"M"	724
	"Missouri"	"29"	"2012"	"2012"	"Female"	"F"	121
	"Missouri"	"29"	"2012"	"2012"	"Male"	"M"	764
	"Missouri"	"29"	"2013"	"2013"	"Female"	"F"	123
	"Missouri"	"29"	"2013"	"2013"	"Male"	"M"	753
	"Missouri"	"29"	"2014"	"2014"	"Female"	"F"	133
	"Missouri"	"29"	"2014"	"2014"	"Male"	"M"	802
	"Missouri"	"29"	"2015"	"2015"	"Female"	"F"	156
	"Missouri"	"29"	"2015"	"2015"	"Male"	"M"	934
	"Missouri"	"29"	"2016"	"2016"	"Female"	"F"	180
	"Missouri"	"29"	"2016"	"2016"	"Male"	"M"	955
	"Missouri"	"29"	"2017"	"2017"	"Female"	"F"	184
	"Missouri"	"29"	"2017"	"2017"	"Male"	"M"	1118
	"Missouri"	"29"	"2018"	"2018"	"Female"	"F"	221
	"Missouri"	"29"	"2018"	"2018"	"Male"	"M"	1082
	"Missouri"	"29"	"2019"	"2019"	"Female"	"F"	198
	"Missouri"	"29"	"2019"	"2019"	"Male"	"M"	1049
	"Missouri"	"29"	"2020 "	"2020"	"Female"	"F"	225
	"Missouri"	"29"	"2020 "	"2020"	"Male"	"M"	1197
	"Montana"	"30"	"1999"	"1999"	"Female"	"F"	15
	"Montana"	"30"	"1999"	"1999"	"Male"	"M"	109
	"Montana"	"30"	"2000"	"2000"	"Female"	"F"	11
	"Montana"	"30"	"2000"	"2000"	"Male"	"M"	121
	"Montana"	"30"	"2001"	"2001"	"Female"	"F"	23
	"Montana"	"30"	"2001"	"2001"	"Male"	"M"	137
	"Montana"	"30"	"2002"	"2002"	"Female"	"F"	19
	"Montana"	"30"	"2002"	"2002"	"Male"	"M"	114
	"Montana"	"30"	"2003"	"2003"	"Female"	"F"	21
	"Montana"	"30"	"2003"	"2003"	"Male"	"M"	125
	"Montana"	"30"	"2004"	"2004"	"Female"	"F"	20
	"Montana"	"30"	"2004"	"2004"	"Male"	"M"	105
	"Montana"	"30"	"2005"	"2005"	"Female"	"F"	21
	"Montana"	"30"	"2005"	"2005"	"Male"	"M"	137
	"Montana"	"30"	"2006"	"2006"	"Female"	"F"	Suppressed
	"Montana"	"30"	"2006"	"2006"	"Male"	"M"	113
	"Montana"	"30"	"2007"	"2007"	"Female"	"F"	18
	"Montana"	"30"	"2007"	"2007"	"Male"	"M"	119
	"Montana"	"30"	"2008"	"2008"	"Female"	"F"	31
	"Montana"	"30"	"2008"	"2008"	"Male"	"M"	122
	"Montana"	"30"	"2009"	"2009"	"Female"	"F"	21
	"Montana"	"30"	"2009"	"2009"	"Male"	"M"	147
	"Montana"	"30"	"2010"	"2010"	"Female"	"F"	27
	"Montana"	"30"	"2010"	"2010"	"Male"	"M"	139
	"Montana"	"30"	"2011"	"2011"	"Female"	"F"	29
	"Montana"	"30"	"2011"	"2011"	"Male"	"M"	138
	"Montana"	"30"	"2012"	"2012"	"Female"	"F"	24
	"Montana"	"30"	"2012"	"2012"	"Male"	"M"	144
	"Montana"	"30"	"2013"	"2013"	"Female"	"F"	30
	"Montana"	"30"	"2013"	"2013"	"Male"	"M"	135
	"Montana"	"30"	"2014"	"2014"	"Female"	"F"	22
	"Montana"	"30"	"2014"	"2014"	"Male"	"M"	145
	"Montana"	"30"	"2015"	"2015"	"Female"	"F"	37
	"Montana"	"30"	"2015"	"2015"	"Male"	"M"	165
	"Montana"	"30"	"2016"	"2016"	"Female"	"F"	31
	"Montana"	"30"	"2016"	"2016"	"Male"	"M"	160
	"Montana"	"30"	"2017"	"2017"	"Female"	"F"	44
	"Montana"	"30"	"2017"	"2017"	"Male"	"M"	194
	"Montana"	"30"	"2018"	"2018"	"Female"	"F"	28
	"Montana"	"30"	"2018"	"2018"	"Male"	"M"	154
	"Montana"	"30"	"2019"	"2019"	"Female"	"F"	40
	"Montana"	"30"	"2019"	"2019"	"Male"	"M"	163
	"Montana"	"30"	"2020 "	"2020"	"Female"	"F"	30
	"Montana"	"30"	"2020 "	"2020"	"Male"	"M"	200
	"Nebraska"	"31"	"1999"	"1999"	"Female"	"F"	21
	"Nebraska"	"31"	"1999"	"1999"	"Male"	"M"	125
	"Nebraska"	"31"	"2000"	"2000"	"Female"	"F"	28
	"Nebraska"	"31"	"2000"	"2000"	"Male"	"M"	138
	"Nebraska"	"31"	"2001"	"2001"	"Female"	"F"	14
	"Nebraska"	"31"	"2001"	"2001"	"Male"	"M"	124
	"Nebraska"	"31"	"2002"	"2002"	"Female"	"F"	18
	"Nebraska"	"31"	"2002"	"2002"	"Male"	"M"	121
	"Nebraska"	"31"	"2003"	"2003"	"Female"	"F"	15
	"Nebraska"	"31"	"2003"	"2003"	"Male"	"M"	116
	"Nebraska"	"31"	"2004"	"2004"	"Female"	"F"	12
	"Nebraska"	"31"	"2004"	"2004"	"Male"	"M"	105
	"Nebraska"	"31"	"2005"	"2005"	"Female"	"F"	15
	"Nebraska"	"31"	"2005"	"2005"	"Male"	"M"	119
	"Nebraska"	"31"	"2006"	"2006"	"Female"	"F"	14
	"Nebraska"	"31"	"2006"	"2006"	"Male"	"M"	126
	"Nebraska"	"31"	"2007"	"2007"	"Female"	"F"	23
	"Nebraska"	"31"	"2007"	"2007"	"Male"	"M"	116
	"Nebraska"	"31"	"2008"	"2008"	"Female"	"F"	14
	"Nebraska"	"31"	"2008"	"2008"	"Male"	"M"	135
	"Nebraska"	"31"	"2009"	"2009"	"Female"	"F"	16
	"Nebraska"	"31"	"2009"	"2009"	"Male"	"M"	115
	"Nebraska"	"31"	"2010"	"2010"	"Female"	"F"	18
	"Nebraska"	"31"	"2010"	"2010"	"Male"	"M"	137
	"Nebraska"	"31"	"2011"	"2011"	"Female"	"F"	20
	"Nebraska"	"31"	"2011"	"2011"	"Male"	"M"	141
	"Nebraska"	"31"	"2012"	"2012"	"Female"	"F"	10
	"Nebraska"	"31"	"2012"	"2012"	"Male"	"M"	158
	"Nebraska"	"31"	"2013"	"2013"	"Female"	"F"	18
	"Nebraska"	"31"	"2013"	"2013"	"Male"	"M"	150
	"Nebraska"	"31"	"2014"	"2014"	"Female"	"F"	14
	"Nebraska"	"31"	"2014"	"2014"	"Male"	"M"	165
	"Nebraska"	"31"	"2015"	"2015"	"Female"	"F"	19
	"Nebraska"	"31"	"2015"	"2015"	"Male"	"M"	149
	"Nebraska"	"31"	"2016"	"2016"	"Female"	"F"	18
	"Nebraska"	"31"	"2016"	"2016"	"Male"	"M"	146
	"Nebraska"	"31"	"2017"	"2017"	"Female"	"F"	19
	"Nebraska"	"31"	"2017"	"2017"	"Male"	"M"	145
	"Nebraska"	"31"	"2018"	"2018"	"Female"	"F"	21
	"Nebraska"	"31"	"2018"	"2018"	"Male"	"M"	161
	"Nebraska"	"31"	"2019"	"2019"	"Female"	"F"	23
	"Nebraska"	"31"	"2019"	"2019"	"Male"	"M"	179
	"Nebraska"	"31"	"2020 "	"2020"	"Female"	"F"	15
	"Nebraska"	"31"	"2020 "	"2020"	"Male"	"M"	181
	"Nevada"	"32"	"1999"	"1999"	"Female"	"F"	55
	"Nevada"	"32"	"1999"	"1999"	"Male"	"M"	314
	"Nevada"	"32"	"2000"	"2000"	"Female"	"F"	43
	"Nevada"	"32"	"2000"	"2000"	"Male"	"M"	297
	"Nevada"	"32"	"2001"	"2001"	"Female"	"F"	55
	"Nevada"	"32"	"2001"	"2001"	"Male"	"M"	280
	"Nevada"	"32"	"2002"	"2002"	"Female"	"F"	54
	"Nevada"	"32"	"2002"	"2002"	"Male"	"M"	311
	"Nevada"	"32"	"2003"	"2003"	"Female"	"F"	59
	"Nevada"	"32"	"2003"	"2003"	"Male"	"M"	310
	"Nevada"	"32"	"2004"	"2004"	"Female"	"F"	54
	"Nevada"	"32"	"2004"	"2004"	"Male"	"M"	328
	"Nevada"	"32"	"2005"	"2005"	"Female"	"F"	54
	"Nevada"	"32"	"2005"	"2005"	"Male"	"M"	330
	"Nevada"	"32"	"2006"	"2006"	"Female"	"F"	58
	"Nevada"	"32"	"2006"	"2006"	"Male"	"M"	340
